Gene,EntrezID,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_I,17_I,18_I,19_I,20_I,21_I,22_I,23_M,24_M,25_M,26_M,27_M,28_M,29_M,30_M,31_S,32_S,33_S,34_S,35_S,36_S,37_S
RPS13,6207,11.11881848,11.11037731,10.7434462,11.04118585,11.12533148,11.23860431,11.13494324,11.40679801,11.04416751,11.06746574,10.39889758,10.94856213,11.19504657,11.39970183,11.24111156,10.87286386,10.5941128,10.96264993,10.8505602,10.69141273,11.06746574,11.49098215,11.36935541,11.29813348,11.0140504,11.48596584,10.36638971,10.77801656,10.77863564,10.92978,11.34740407
RPS14,6208,7.440049,7.35931575,7.4077635,7.39033575,7.48355,7.553934,7.469258,7.5519205,7.5528685,7.517549,7.46467575,7.385385,7.52104125,7.58753925,7.5114535,7.51808775,7.369199,7.38866525,7.494097,7.397214,7.347767,7.59121375,7.5613985,7.4608055,7.24379575,7.4714315,7.32188975,7.1830395,7.31855825,7.446191,7.548271
RPS15,6209,11.72463232,12.32182649,11.43013605,11.74659609,11.68601343,11.82186823,11.65478622,11.85160681,11.87276393,12.36622,11.42801126,11.7035872,11.54354479,11.99451089,11.88380204,11.62358317,11.63208958,11.67775721,11.95368638,11.70458803,11.72637984,11.91034583,12.08985998,11.91492576,11.63615833,11.93830129,11.52650409,11.35467174,11.60589338,12.44631701,11.8895637
RPS15A,6210,10.60504295,10.2641942,9.519176099,10.2861159,10.03293829,10.4603533,10.38732649,10.37213865,10.31042825,9.83380646,9.392490572,10.1939294,10.49050849,10.5966529,10.76722793,10.00696355,9.731888323,10.17585572,10.22014317,9.918620876,10.44343656,10.99962668,10.75366833,10.64590068,9.745772632,10.80962666,9.998088616,9.522392523,9.989882671,9.899512611,10.99004178
RPS16,6217,10.86852638,10.40286811,9.878451848,10.4361018,10.36862255,10.81054043,10.49381839,10.67258166,10.61947028,10.20117994,9.885996363,10.38547776,10.44315976,10.79060193,10.69762829,10.14607566,10.1258071,10.301515,10.53721915,10.16667364,10.46755865,10.89367667,10.96191385,10.80591954,10.1916107,11.00539528,9.923253365,9.731396207,10.22128157,9.962730828,10.81701803
RPS17,6218,10.47030425,10.488732,10.2027605,10.30014325,10.30266375,10.528822,10.562028,10.3575425,10.4608555,10.32492225,10.10518425,10.45541675,10.48829475,10.64889925,10.73457425,10.076798,10.0353435,10.35168575,10.31527775,10.12463275,10.52834775,10.6850705,10.7214595,10.66607275,10.1896985,10.54097275,10.135239,10.0340915,10.218602,10.124932,10.6652425
RPS18,6222,12.09376102,12.06734215,11.52865089,12.00539256,11.96974873,12.33184441,11.96209036,12.04424105,12.16383037,12.15502976,11.58424023,11.77047703,11.95706593,12.17689514,12.12642049,11.62610688,11.67315703,11.85727826,11.66707788,11.80200618,11.85280832,12.26328627,12.24625784,12.03647855,11.85669616,12.05279307,11.5137353,11.64427228,11.56446629,11.96037919,12.20672485
RPS19,6223,10.980265,10.546565,10.580025,10.858165,11.099375,11.136835,10.82676,11.19405,10.98589,10.828995,10.4717,10.86326,10.65961,11.28758,11.257655,10.69096,10.9129,10.86039,11.07393,10.69542,11.131235,11.427855,11.33628,11.103625,10.913245,11.39898,10.558555,10.445175,10.8165,10.77316,10.982235
RPS2,6187,9.5154314,9.8467272,9.708188,9.1578132,9.503611,9.3777422,9.3016924,9.3957954,9.3557198,9.6188898,9.1444908,9.3368542,9.4722452,9.3789196,9.4145846,9.1153072,9.3859178,9.3071234,9.4169698,9.234054,9.4963264,9.6693806,9.5393496,9.5381866,9.53645,9.6541948,9.356205,9.6821158,9.3138654,9.7649126,9.5617222
RPS20,6224,8.694821025,8.59043918,8.673601598,8.654619148,8.83897499,8.749553703,8.645746485,8.773440328,8.572551973,8.69554712,8.054055009,8.750590025,8.700317163,8.803575698,8.845995738,8.581358515,8.560646385,8.677150483,8.812866385,8.604605005,8.693125197,9.10361325,8.944767475,8.605428658,8.678105868,8.702957612,8.132606082,8.369891535,8.669342078,8.522376405,8.814355663
RPS21,6227,8.36440234,8.34607439,8.276285695,8.381276355,8.33147833,8.45791161,8.17983693,8.463510505,8.009257125,8.528660195,7.359102631,8.162409405,7.798974785,8.439805885,8.2632194,8.148226305,7.591093479,8.171075345,8.191539851,8.061037115,8.135917135,8.276432915,8.533794755,8.399041355,8.50597371,8.657933575,7.74993624,8.337002395,7.717810559,8.136269934,8.429177185
RPS23,6228,11.79024094,11.86964441,11.42134927,11.80565118,11.81904226,11.94788384,11.80314831,11.89871383,11.66540762,11.90550219,10.73865422,11.78185826,11.71543718,12.14021849,11.91150331,11.62293922,11.14387075,11.77415587,11.577149,11.4555173,11.77140958,12.08778117,12.1645953,11.95109182,11.48611805,12.00692269,11.28824828,11.38364796,11.39641352,11.59119226,12.30632185
RPS24,6229,12.02912462,11.87364265,11.2607968,12.02718352,11.77068274,12.00851141,11.75435973,11.82145191,11.72375177,11.75435973,10.76902482,11.82302509,11.90487754,11.98782758,11.97788219,11.68633194,11.01821263,11.7119938,11.28974128,11.39579349,11.6895177,12.00717946,11.90456621,11.84784377,11.35031063,11.87846687,10.81153994,11.43616737,11.06517327,11.48930601,12.10439304
RPS25,6230,10.12440984,10.16462372,10.25239382,10.57170716,10.28094339,10.5920294,10.05087008,10.57335083,10.73161587,10.13241578,9.662469239,10.21887819,10.31107002,10.55782319,10.82925506,10.08857839,10.1492102,10.26685943,10.47777547,10.15851309,10.3330709,10.99952711,11.02356883,10.44346085,9.898745506,10.5060795,9.647674336,9.855080178,10.19924097,9.95535061,10.55005018
RPS26,6231,10.27079,9.798232,9.594495,9.990861,10.17059,10.04551,10.60112,9.932025,8.765098,9.958775,8.963598,10.43109,9.9162,10.34885,10.23214,9.767667,9.220282,10.41217,8.902815,9.627838,9.897783,10.44768,10.1094,10.13001,10.38505,8.940417,7.660982,8.991383,9.208854,9.583128,9.826928
RPS27,6232,11.52667957,11.4984938,11.52080097,11.54970493,11.46509232,11.79811671,11.67266083,11.70718306,11.79799916,11.60822782,11.5436009,11.37183873,11.8099768,11.87977059,11.99995186,11.60855215,11.30109024,11.46759699,11.55221342,11.43609597,11.69684817,12.05672941,11.96488204,12.11225027,11.34509605,11.81441662,11.46663855,11.1642635,11.47818384,11.40318133,12.15817389
RPS27A,6233,11.03265082,10.93796924,10.45506205,10.73744697,10.62813768,11.13414906,11.0030975,10.86229241,10.86314701,10.71221908,10.28296628,10.80377413,11.04666298,11.1331746,11.24925343,10.61675281,10.21832687,10.88493547,10.59909634,10.39532732,11.12587976,11.41582014,11.43240513,11.30001003,10.40740023,10.92246884,10.47825891,10.46515706,10.5915557,10.52493329,11.33239862
RPS27L,51065,9.207198,8.901287,8.803416,8.958791,8.913863,8.941229,8.795756,8.979112,8.579514,8.723654,7.561537,8.58468,8.974413,9.207641,9.26235,8.965493,8.45704,8.746675,8.856354,8.47731,9.0465,9.342371,9.184295,9.161611,9.063122,9.440748,7.724733,8.6293,8.092812,8.48514,9.157183
RPS28,6234,8.568043333,8.390606333,8.682795,8.511465667,8.646708333,8.685103333,8.439912667,8.634539,8.788881333,8.887113333,8.511841,8.556716,8.538759667,8.622156333,8.592005333,8.469682,8.547216,8.636226667,8.697024667,8.682265333,8.657172,8.674803333,8.935644333,8.695096333,8.698531333,8.611349333,8.643619667,8.662739,8.634429,8.689598333,8.428473667
RPS29,6235,11.09706744,10.81989676,10.43749705,10.96947836,10.64304884,10.97689555,10.85858804,10.79535397,10.84398824,10.66030692,9.967553961,10.92854674,10.96217092,11.03568149,11.07165337,10.55051382,9.985156969,10.73740568,10.24787521,10.55860401,10.79586477,11.2147248,11.33306427,11.04635726,10.32854644,10.87050854,10.31018687,10.30139716,10.11633039,10.16581426,11.36028228
RPS2P45,80052,4.03145,4.031457,3.935139,4.004731,4.010609,3.764554,3.929781,4.077046,3.927597,4.162321,4.001445,3.986587,3.670922,4.027026,4.015919,4.027434,4.038791,3.923421,4.105763,4.010257,3.829189,3.874834,4.010257,3.749954,4.068422,3.866211,4.680594,3.963225,4.151096,4.415646,4.010257
RPS3,6188,8.0731565,7.3153265,7.5161305,7.7385445,7.7919415,7.9398015,7.772022,7.832053,7.729116,7.558329,7.626655,7.7612635,7.679341,8.0756505,8.0264435,7.51221,7.7521965,7.686829,8.057421,7.8392115,7.870868,7.8334285,7.9708485,8.0151995,7.3611035,8.025491,7.8473915,7.390102,7.760398,7.40693,7.959415
RPS3A,6189,11.57453081,11.2796379,10.55385678,11.3689911,11.22745983,11.54510798,11.50754042,11.35244611,11.35490162,10.84571459,9.825089004,11.29880966,11.57105604,11.57591128,11.55878428,11.17425354,10.32601888,11.02687638,10.74111037,11.0118924,11.34909705,11.69896352,11.66945417,11.59262702,10.63383575,11.8460124,10.32819941,10.6839898,10.49051375,10.63179324,11.69141294
RPS4X,6191,9.005013133,8.869663797,8.8253594,9.112788937,9.047701667,9.287922437,9.106140587,8.927647987,8.988363227,9.169632463,8.882839223,9.04239763,9.05917668,9.38821357,9.156955427,9.005911863,9.023592303,9.203260693,9.110667823,9.11880495,9.104408973,9.204989057,9.30161333,9.182431973,8.79396431,9.179422383,8.758857553,8.77726263,9.03894113,8.90904154,9.34504298
RPS4Y1,6192,8.729551,8.771399,7.912796,5.318368,8.00751,5.653506,5.351857,8.130157,8.462565,5.720948,5.644899,5.337787,8.969677,5.656264,8.880531,5.479566,5.425887,5.331486,5.508531,5.333859,5.431645,9.546055,5.898355,8.264671,7.892815,5.365673,7.103234,5.56265,5.578535,5.93795,5.509035
RPS5,6193,10.64621668,9.56328122,9.341775462,10.28953334,10.11622515,10.6348156,10.41008719,10.52596499,10.40046356,9.504053704,10.18772076,10.50993383,10.35855571,10.45617105,10.65874314,10.20604718,10.28210682,10.29562072,10.41049872,10.22917339,10.45531561,10.66905371,10.6688611,10.65920386,9.2087134,10.71654738,10.12955059,9.246747467,10.22322155,9.607500281,10.6237442
RPS6,6194,9.970698793,9.189190745,8.877161399,9.868584933,9.909061663,10.02085607,9.68837305,9.990066045,9.807100453,9.225740933,9.253235456,9.6339074,9.837925653,10.0202407,10.02607763,9.657542965,9.472528738,9.660527653,9.69876167,9.543956929,9.724959215,10.11473356,10.23253919,10.03107017,9.138614867,10.08942447,9.59307072,8.826968773,9.524238917,9.180046781,10.132993
RPS6KA1,6195,7.231097,6.504282,6.710757,6.94826,7.758155,7.02901,6.666991,7.535095,7.425336,7.179958,7.894451,6.992395,7.153238,7.367145,7.431967,7.295321,7.851739,7.3117,7.669786,6.96108,7.404577,7.319577,7.670275,7.909431,7.298795,7.017625,7.852816,7.2274,7.86637,7.364644,7.07157
RPS6KA2,6196,8.237271,7.821866,8.3612485,8.768381,8.801644,8.4801445,8.301967,8.49227,8.489281,8.291176,8.1527935,8.5025905,7.941209,8.9372235,8.777373,8.243062,9.014162,8.557613,9.1595615,9.0396895,8.6350975,8.646602,8.7423145,8.810996,8.3763715,8.672617,9.0348505,8.122664,9.0446105,8.470742,8.6063485
RPS6KA3,6197,5.123022,5.491179,4.979255,5.498201,4.961654,5.030763,5.222193,4.921981,4.655886,4.967446,4.586456,5.227276,4.982566,4.874032,4.809414,5.190928,4.767117,4.859859,4.803735,4.951558,4.899861,4.998766,4.59572,4.969594,4.9102,4.989357,4.940427,5.060687,4.69309,4.967446,5.003992
RPS6KA4,8986,8.625554,8.570837,8.669513,8.339692,8.78902,8.591991,8.480049,8.641133,8.491658,8.912657,9.156901,8.451896,8.642014,8.601062,8.639954,8.58038,9.071951,8.745607,8.708385,8.718953,8.735803,8.431598,8.86088,8.704987,8.599133,8.314065,9.131285,8.91011,8.930463,8.727647,8.353413
RPS6KA5,9252,7.5437335,7.4740175,7.910629,7.949011,7.624675,7.74755,7.3567565,7.747731,7.6289155,8.1814965,6.805852,7.83,7.697618,8.009312,7.690557,7.5560295,7.4855455,7.32662,8.0194815,8.010907,7.784079,8.011635,7.782537,8.2783455,8.0602515,7.7402385,7.6754905,7.712493,8.019542,8.095395,7.745276
RPS6KA6,27330,5.6165805,5.606484,5.406533,5.294477,5.5230365,5.626752,5.550675,5.875873,5.5708325,5.940268,6.055479,5.382581,5.6017985,5.4556955,5.619368,5.7852715,5.784966,5.6216095,5.8440275,5.5880535,5.4601075,5.3030575,5.5526365,5.4694765,5.6969435,5.4579715,6.198191,5.647088,5.8163405,5.9056315,5.4843685
RPS6KB1,6198,4.6525355,4.638876,4.8199635,5.0489715,4.7283855,5.321959,4.6402215,4.8260375,4.938466,4.8427245,4.8045175,4.647682,4.6142015,4.8685045,4.831929,4.8907525,4.614547,4.627929,4.892415,4.709188,4.7836015,4.867538,5.4868975,5.2671125,4.8534265,5.3658435,4.7451815,4.658949,4.7277145,4.6373135,4.677412
RPS6KB2,6199,6.740593,6.423099,7.076703,6.504286,6.891429,6.581129,6.794591,6.514819,6.939095,6.777653,6.753201,6.68503,6.668248,6.789203,6.713794,6.502045,7.016995,6.860593,6.775762,6.777653,6.794714,6.671524,6.648992,7.078009,6.743307,6.493234,7.398376,7.042122,6.777653,6.578755,6.826845
RPS6KC1,26750,7.854258,8.519928,8.106697,8.468593,7.77126,7.904523,8.377843,7.829702,7.345304,7.851459,7.058235,8.329994,8.133812,7.96722,7.801143,7.839901,7.179564,7.881399,7.700372,8.057272,7.385654,7.684238,7.845061,7.378856,7.665294,7.599726,6.754878,7.648678,7.380441,7.268752,7.83158
RPS7,6201,10.29916992,10.07170463,9.982724628,10.32766611,10.01757828,10.42951676,10.20217182,9.987603777,9.995909156,10.10110389,9.095775499,10.06621515,10.25220326,10.43147755,10.20535237,9.92447255,9.58461696,9.907313623,10.03302765,9.915757447,10.01850792,10.58794762,10.41114241,10.15025619,9.766524943,10.44618519,9.105494387,9.811001788,9.49547852,9.542545486,10.42018201
RPS8,6202,6.955051073,6.960937044,6.747397304,7.14001333,6.994223577,7.172750885,6.945338264,7.045013063,7.055909499,6.896834759,6.470592399,7.03095346,6.982922836,7.194234115,7.14043768,6.729542316,6.918409116,6.93498769,7.12503667,6.911319786,7.049106965,7.3135276,7.249916585,7.133811922,6.974388363,7.29548205,6.861385139,6.771443268,6.758634949,6.713648936,7.25718121
RPS9,6203,9.8599995,9.0326075,8.727752,9.3377705,9.7523355,9.5731265,9.4814165,9.7005025,9.5426945,8.9793855,9.3574965,9.6130405,9.484975,9.9193055,9.830003,9.257631,9.553455,9.7820825,9.7056585,9.3086815,9.7090605,9.978784,10.069791,9.932421,9.0081655,9.7571575,9.7746855,8.6912025,9.4881195,8.8944935,9.9964575
RPSAP19,730029,11.49916,11.18671,11.54444,11.32479,11.6674,11.83345,11.17729,11.49916,11.30124,11.73046,11.117,11.44143,11.12766,11.48784,11.36737,11.06521,11.46249,11.59476,11.66122,11.6105,11.46282,11.47656,11.79187,11.61546,11.77308,11.53742,11.51197,11.43087,11.62337,11.10615,11.29461
RPUSD2,27079,4.753345,5.251369,5.071491,4.966063,5.035246,4.978468,5.183342,4.894525,5.057569,5.265559,4.962028,5.2954,5.115777,4.972213,5.005855,5.029181,4.997076,5.153469,4.694917,5.136746,5.063783,5.14658,4.90996,4.930035,5.208849,4.990251,5.083445,5.056843,4.989793,4.892189,5.138266
RRAD,6236,4.288587,4.1522175,4.2593315,4.314526,4.373931,4.493076,4.185718,4.1901205,4.267629,4.3229335,4.5418365,4.188519,4.171278,4.144406,4.216193,4.37257,4.4735065,4.2908515,4.361191,4.39897,4.5490925,4.401957,4.464312,4.940044,4.2308665,4.685594,4.549814,4.5258805,4.3482495,4.430933,4.148112
RRAGA,10670,9.548108,10.18561,9.374843,9.987226,9.190407,9.309401,9.918286,8.99034,8.772204,9.053057,7.549356,9.965023,9.7948,9.657713,9.34694,9.320937,8.435563,9.318633,8.456053,9.28064,9.180345,9.703281,9.051793,8.984626,8.89464,9.653794,7.284456,9.521959,8.340094,8.623506,9.844154
RRAGB,10325,5.285958,4.99689,4.748986,5.335317,4.933477,5.072651,5.457686,5.177784,4.863294,4.84623,5.110347,5.477364,5.431714,4.941707,4.99323,4.973038,4.691853,4.903395,4.822889,5.033047,4.971991,5.29691,4.793038,4.735697,4.893638,5.002465,5.140895,5.069609,5.002465,5.041526,5.613643
RRAGC,64121,8.157282,8.214065,8.281972,8.078808,8.192577,8.140928,7.893397,8.264944,7.994548,8.187288,7.852481,8.089205,8.010932,8.430655,8.204558,7.81676,8.408148,8.418131,8.785034,8.180778,8.204558,8.218039,8.12709,8.208646,8.686364,8.648657,8.240445,8.281488,8.192154,8.202236,8.443486
RRAGD,58528,7.2962415,7.696177,8.013572,7.4415965,7.514118,7.784032,7.552896,7.3206645,7.1641665,7.512414,6.737896,7.793144,7.3239455,7.4480215,7.5039625,6.7216645,7.279299,7.2619335,7.390415,7.4529425,7.705036,7.5883615,7.303611,7.5451855,7.7242565,8.0859685,7.5499605,7.415671,7.1599885,7.5736315,7.6712815
RRAS,6237,6.615575,6.627742,6.615876,6.532766,6.406934,6.586271,6.356477,6.502526,6.636638,6.863511,6.856234,6.313319,6.40407,6.640918,6.615575,6.5426,6.909514,6.790688,6.738599,6.541704,6.297927,7.080133,6.492824,6.546113,6.666804,6.615575,6.715057,6.754394,6.785686,7.253917,6.457187
RRAS2,22800,5.742165333,6.264690667,5.994189,5.43156,5.588078667,5.656136667,5.748958667,5.558890667,5.587627,5.508367333,5.517835333,5.750427,5.655373333,5.366069333,5.424457333,5.493798,5.469617333,5.822911,5.623291667,5.579494667,5.653608333,5.777193,5.444214667,5.353557333,5.588453,5.993216667,5.286738333,5.569297667,5.509485333,5.657882333,5.476227667
RRBP1,6238,5.743359637,5.340363503,5.436905032,5.331392919,5.879788012,5.628788475,5.597016396,5.851415641,5.906905732,5.485665397,6.150490299,5.486122383,5.623180387,5.830972954,5.78942232,5.72024889,5.994176038,5.741802123,5.819064897,5.581066733,5.717810311,5.699078178,5.980073812,6.033266015,5.714600352,5.472446731,6.135258916,5.572820513,5.935987845,5.800928613,5.771391922
RREB1,6239,5.102883167,4.987316833,5.055030833,5.016483333,5.226411833,5.075502667,4.989579833,5.235295333,5.1858215,5.2232075,5.631160667,5.100108833,5.287847,4.988576667,5.236843667,5.2766965,5.371315333,5.146088667,5.288339,5.055288333,5.322944167,5.165566167,5.100962,5.229111,5.212241,5.185844667,5.441564833,5.372071333,5.458954667,5.3516155,5.032448333
RRH,10692,5.39754,5.513623,5.353975,5.317231,5.178905,5.199092,5.434101,5.626709,5.651358,5.64016,5.740923,5.343987,5.637667,5.345017,5.207694,5.570396,5.577738,5.373207,5.20918,5.292847,5.380095,5.30815,5.532376,5.380315,5.741866,4.97841,5.425178,5.777111,5.411763,5.851528,5.45343
RRM1,6240,6.0711315,6.2057065,6.373523,6.332898,6.117881,6.2502625,6.217325,5.8250495,6.0019075,6.041338,5.904178,6.267746,6.344759,6.482055,6.474217,6.11563,6.319618,6.1915145,6.2547035,6.189879,6.0970575,6.575667,6.127327,6.0321985,6.000306,6.282941,6.207435,6.226046,6.1560755,6.280946,6.5470615
RRM2,6241,5.2560855,5.14932,5.105785,5.0150405,5.475719,4.9816375,5.081659,5.271918,5.2855075,5.115811,5.3122595,5.00113,5.1308345,5.0638165,4.986743,5.4111515,5.1089585,5.200311,5.071217,5.170847,5.0117735,5.0638305,5.006374,5.301143,5.298032,5.0300515,5.383794,5.145771,5.2922905,5.267762,5.0588905
RRN3,54700,4.67833,5.041432,5.0663105,5.1453045,4.8844565,4.9487315,5.045536,4.6849335,4.7237205,5.0087315,4.7508025,5.1499035,5.131776,5.0289065,5.0212475,4.7456375,4.7589215,4.8159465,4.9785185,5.010385,5.0676655,5.1667585,4.955391,4.6567705,4.89827,5.141112,4.4873615,4.677339,4.7956565,4.8421215,5.334157
RRN3P1,730092,6.302411,6.193195333,6.117900667,6.033033,6.188206667,6.201214,6.224775,6.396848333,6.278706333,6.36964,6.387227333,6.017742667,6.170690333,6.071928667,6.237967667,6.218425,6.308524667,6.199531,6.110720333,6.288309667,6.134116333,6.201069333,6.133099333,6.068777,6.175192,6.176465667,6.453594667,6.391246333,6.337384,6.449518333,6.162525333
RRNAD1,51093,6.315323,5.949087,6.458353,6.182789,6.73142,6.313741,5.994529,6.261424,6.219938,6.234463,6.120906,5.998241,6.141752,6.398039,6.281255,6.3452,6.57032,6.296943,6.709902,6.478991,6.269218,6.094352,6.68878,6.401633,6.75168,6.568931,6.774183,6.502087,6.778593,6.625112,5.818362
RRP1,8568,7.161184,7.24794,7.148428,6.909828,7.342743,6.941419,7.532396,7.070137,7.387841,7.019742,8.013001,7.294461,7.126565,7.25401,7.158012,7.00301,7.317472,7.316874,7.609349,7.036278,7.110827,7.050812,7.2733,7.46673,6.943862,6.684883,7.422731,6.853888,7.237018,7.054311,7.143432
RRP12,23223,5.746937,5.622502333,5.637010667,5.642678333,5.612837333,5.563432,5.582936667,5.755744,5.801124333,5.697635667,5.706163333,5.638783333,5.588749667,5.477952333,5.504914667,5.661232333,5.590108,5.525665333,5.631068667,5.786387,5.598711667,5.497950667,5.651395,5.698747667,5.727711333,5.697134667,5.925063333,5.744750333,5.745976333,5.729017333,5.696196667
RRP15,51018,4.718459,5.1636175,5.073427,4.869521,4.9120115,4.924137,4.697937,4.903381,4.7797585,4.782151,4.762092,5.0782,4.787952,4.834255,4.8902695,4.7737795,4.638714,4.7703145,4.9423155,4.8430835,4.9605925,5.2633375,4.946774,4.879021,4.816828,4.891017,4.577086,4.720674,4.842879,4.6404325,4.8742765
RRP1B,23076,6.7410295,6.7182565,6.869322,6.6833425,6.982597,6.9648205,6.862108,6.9216195,6.9301705,6.970849,7.067509,6.716117,6.906986,6.9883465,6.9721985,6.8070795,7.131128,6.8650085,6.8661275,6.871826,6.8669045,6.9685585,7.010006,7.01663,7.0440145,6.8914795,7.3051915,6.9817585,7.065402,6.88811,6.786953
RRP7A,27341,5.877937667,5.559199,5.613167333,5.522491333,5.550996,5.619893333,5.623619667,5.560985667,5.648834667,5.417104333,5.955702,5.653771,5.699173,5.663622,5.454187,5.570798333,5.823859,5.829521333,6.019593,5.695394667,5.583314667,5.625752,5.636055667,5.550828333,5.542262333,5.484820667,5.865514667,5.448929333,5.448091,5.642151333,5.544450333
RRP7BP,91695,5.925914,5.711067,5.9050245,5.8193065,5.8274155,5.8427465,5.831946,5.794983,5.8364715,5.990853,5.98104,5.7999635,5.7346645,5.766229,5.8356615,5.951138,5.9838175,5.8966425,5.9280625,5.891742,5.6277385,5.6465665,5.801477,5.8779865,6.1039355,5.7417145,6.206692,6.034732,6.1116315,5.9342745,5.8247095
RRP8,23378,5.454705,5.2694505,5.29875,5.3755755,5.4855965,5.5242495,5.322705,5.505902,5.504274,5.5433975,5.4998185,5.087196,5.3115095,5.3252025,5.3662235,5.3154915,5.4288685,5.4346865,5.524181,5.2620575,5.2973165,5.1551685,5.4486025,5.446797,5.544719,5.433045,5.75319,5.469112,5.299754,5.6545415,5.4933815
RRP9,9136,6.32884,6.281563,6.301195,6.070682,6.369876,6.238301,6.390123,6.024473,6.30336,6.07036,6.623202,6.291845,6.208217,6.257,6.327299,6.23596,6.352938,6.26539,6.354974,6.151256,6.144195,6.137187,6.227191,6.07036,6.288557,6.190669,6.241511,6.027471,6.24872,6.070667,6.251169
RRS1,23212,6.721498,6.74358,6.350374,6.566494,6.706171,6.377712,6.664214,6.390511,6.398533,6.51779,6.452673,6.66437,6.517099,6.386095,6.581722,6.511744,6.095019,6.51779,6.755973,6.359628,6.364363,6.285995,6.590942,6.689606,6.363441,6.559162,6.408909,6.51779,6.529283,6.490678,6.525066
RS1,6247,4.230639,4.2986575,4.3053235,4.132844,4.21545,4.212056,4.171912,4.252498,4.3753405,4.333415,4.4764015,4.1303125,4.335194,4.1012015,4.3698785,4.408593,4.281386,4.3328045,4.092921,4.3124165,4.286654,4.0830855,4.2286185,4.301971,4.4654795,4.140975,4.371964,4.4223965,4.1922525,4.4964755,4.198669
RSAD1,55316,7.610761,7.438336,7.444987,7.923821,7.952969,7.930648,7.473958,8.073683,7.757294,8.044375,7.647315,7.457431,7.105657,7.834856,7.382564,7.854411,7.798369,7.953539,8.236904,7.984196,7.620644,7.773027,7.849479,7.927703,7.962962,7.62834,8.01368,7.686889,8.093544,7.912479,7.598516
RSAD2,91543,4.593724,4.653715,4.535698,5.013178,4.379367,4.370641,4.872705,4.475413,4.619054,4.636138,4.397074,4.450074,4.555728,4.573606,4.571654,4.589445,4.392401,4.617371,4.181389,4.397221,4.372398,4.586721,4.337135,4.4272,5.239335,4.180709,4.657508,4.653715,4.529815,4.763289,4.556939
RSBN1,54665,6.732846,6.791191,7.166354,7.927912,7.036246,7.381077,7.201169,7.224021,7.168968,7.386735,5.738252,7.188641,7.060647,7.150603,6.794487,7.20184,6.881952,6.981241,7.201609,7.744603,7.175659,7.282881,7.056545,6.863614,6.442127,7.618424,6.030845,6.461748,6.535092,6.303431,6.710431
RSF1,51773,4.8311225,5.096398,5.2177495,5.240279,5.085452,5.0464245,4.7975315,5.1208815,4.867641,5.2899265,4.9651115,4.951689,4.7568155,5.0975455,5.136538,4.87338,5.301414,5.1501025,5.292096,5.2414715,5.2166785,5.169978,5.191165,5.0905745,5.1922155,4.975995,5.2177165,4.841373,5.537738,5.2828785,4.76906
RSL1D1,26156,6.741115667,6.716028,6.942628667,7.201836333,6.858031333,6.920924,6.92117,6.751851667,6.8014,6.667220333,6.611269,7.017092333,6.947666333,6.932627667,6.951906333,6.833636667,6.68575,6.813995,7.009814,6.885782667,6.864572,6.938489333,6.966472333,7.088780667,6.603757333,6.886341667,6.511827667,6.789751333,6.645358,6.349924667,7.025698
RSL24D1,51187,7.365646,7.922526,6.508109,8.084656,6.597184,7.503488,7.759779,7.264013,6.683739,6.850188,5.296553,7.423431,7.652922,7.586493,7.09451,6.905273,5.87742,6.792949,6.135869,6.914937,6.945569,7.635257,6.95298,6.933841,6.514113,8.315123,5.813105,6.610336,6.177967,6.200295,8.097652
RSPH14,27156,5.108156,4.854781,4.940778,4.619836,4.92627,4.782171,5.237235,4.92627,4.945777,4.870234,5.286371,5.06158,4.975503,4.888284,4.769838,4.96564,5.238064,4.926977,4.784119,4.914721,4.582242,4.589215,4.6922,4.734774,4.983134,4.82178,5.508095,5.102971,5.025977,5.191388,4.934865
RSPH6A,81492,5.906548,5.883628,5.969511,5.721379,5.857561,5.888984,5.951486,6.016799,5.865306,6.04016,6.468839,5.746916,5.870644,5.769618,5.886158,5.994044,6.08665,6.033691,5.86458,5.925744,6.046437,5.968498,5.866699,6.19957,6.038349,5.823836,6.502203,5.969398,6.028933,6.124055,5.656801
RSRC1,51319,5.070405,4.9111,4.932822,5.119753,5.01063,4.938914,4.968038,4.915833,5.182241,5.023192,4.98933,4.906833,5.151517,4.975692,5.009989,5.023985,4.843813,5.106,4.777277,5.021053,4.906625,5.001798,5.047773,5.101313,5.232087,4.938505,5.322991,5.003027,5.152098,5.231771,4.749839
RSRC2,65117,7.435643,7.403732,7.166832,7.8088515,6.9901385,7.509313,7.424261,7.2069085,7.224804,7.13708,6.773493,7.2906815,7.4189405,7.3868075,7.298559,7.353802,6.937125,7.1527055,7.122417,7.1561755,7.238125,7.4799575,7.1963075,7.332365,7.018018,8.0647005,6.88936,7.0210655,6.948779,7.187022,7.4547505
RSRP1,57035,7.360086,7.4944945,7.2438645,6.9904535,7.436293,6.854522,7.2958965,7.332688,7.4108045,7.4414405,6.817179,7.037002,7.4474365,7.7381105,7.5109815,7.196256,6.9200845,7.370803,7.09633,7.5664565,7.431894,7.368575,6.8921755,7.3241845,7.2698005,6.681674,6.8065815,6.858649,7.1994685,7.069867,7.0382485
