,gene/TF,region
131533,C7orf61,LTL
132079,CLEC2L,LTL
132232,COBL,LTL
132926,DPP6,LTL
134218,NEUROD6,LTL
134751,PER4,LTL
135170,PRKAR1B,LTL
135530,GAL3ST4,LTL
135559,GALNT11,LTL
135594,GCC1,LTL
135896,GTF2I,LTL
136086,HIP1,LTL
136183,ICA1,LTL
136404,KIAA1147,LTL
136582,LAMB1,LTL
136610,LAT2,LTL
136650,LIMK1,LTL
138032,SLC26A4,LTL
138621,THSD7A,LTL
138791,TMEM229A,LTL
138881,TRIM56,LTL
139209,WIPF3,LTL
139366,ZNF713,LTL
139373,ZNF775,LTL
139426,ZNRF2,LTL
139448,ZPBP,LTL
139646,CFAP69,LTL
139700,ELN,LTL
139717,ETV1,LTL
139975,GRM8,LTL
140113,RHBDD2,LTL
140841,LINC01007,LTL
141418,SRRT,LTL
141576,PRDM14,LTL
141974,ANGPT2,LTL
142122,ARHGEF10,LTL
142223,BAALC,LTL
142386,C8orf88,LTL
142638,CHRAC1,LTL
142926,CSMD1,LTL
143001,CSMD3,LTL
143574,EXT1,LTL
144314,MIR6876,LTL
144838,NEFM,LTL
144902,NPBWR1,LTL
145677,PTK2B,LTL
145838,FAM84B,LTL
145897,FBXO16,LTL
146028,GEM,LTL
146090,GNRH1,LTL
146128,HEY1,LTL
146326,KCNQ3,LTL
146815,LINC01605,LTL
147570,LOC101929450,LTL
147773,RIDA,LTL
147781,RIMS2,LTL
148490,TMEM64,LTL
148597,TOX,LTL
149283,MTSS1,LTL
149387,FBXO32,LTL
150133,NIPAL2,LTL
150246,LOXL2,LTL
151471,ASS1,LTL
151507,BNC2,LTL
151617,C9orf152,LTL
151968,CRAT,LTL
152558,LOC401557,LTL
153426,NIPSNAP3B,LTL
153851,PCA3,LTL
154293,PTPN3,LTL
154541,RFX3,LTL
155309,INVS,LTL
155443,KIAA1958,LTL
157029,SPTAN1,LTL
157435,TMEM268,LTL
157706,WHRN,LTL
157742,ZBTB34,LTL
158097,S1PR3,LTL
158233,TRMT10B,LTL
158619,C9orf66,LTL
158626,DDX31,LTL
159061,PBX3,LTL
159350,ARHGEF9,LTL
159362,ARX,LTL
159418,BCOR,LTL
159831,MIR651,LTL
160026,PNMA3,LTL
160069,RAB40A,LTL
160190,GAB3,LTL
160279,GPRASP1,LTL
160326,IDS,LTL
160516,SASH3,LTL
160856,TSPAN7,LTL
161025,MTMR1,LTL
161252,FRMD8P1,LTL
161380,APLN,LTL
539720,MAPK9,DLPFC
613648,PIK3R1,DLPFC
904731,PIK3CB,DLPFC
1139435,PIK3R3,DLPFC
1315624,MAPK10,DLPFC
1641066,MAPK3,DLPFC
1913942,IL1B,DLPFC
2379041,IKBKB,DLPFC
2607040,MAPK1,DLPFC
2950041,ADAM17,DLPFC
2984251,EIF2AK2,DLPFC
3507331,PIK3R2,DLPFC
3800267,PIK3CD,DLPFC
3852478,MAPK8,DLPFC
194725,PIK3CD,Hippocampus
313521,PIK3R3,Hippocampus
402034,MAPK8,Hippocampus
422874,CHUK,Hippocampus
697193,TNFRSF1A,Hippocampus
1130882,MAPK3,Hippocampus
1440061,PIK3R2,Hippocampus
1559563,ADAM17,Hippocampus
1594761,EIF2AK2,Hippocampus
1602387,IL1B,Hippocampus
1882914,MAPK1,Hippocampus
2041191,PIK3CA,Hippocampus
2041422,PIK3CB,Hippocampus
2152359,MAPK10,Hippocampus
2228381,MAPK9,Hippocampus
2287171,PIK3R1,Hippocampus
2542643,IL6,Hippocampus
2640681,IKBKB,Hippocampus
2795008,CYBB,Hippocampus
5079,PIK3CD,LTL
5084,PIK3R3,LTL
14693,MAPK8,LTL
39176,MAPK3,LTL
57214,PIK3R2,LTL
68779,IL1B,LTL
73987,EIF2AK2,LTL
75058,ADAM17,LTL
84447,MAPK1,LTL
91862,PIK3CB,LTL
101425,MAPK10,LTL
111539,MAPK9,LTL
112794,PIK3R1,LTL
136267,IL6,LTL
149448,IKBKB,LTL
